,Unnamed: 0,emotion,quotes
2074,2075,religion,"Whether or not you believe in God, you must believe this: when we as a species abandon our trust in a power greater than us, we abandon our sense of accountability. Faiths… all faiths… are admonitions that there is something we cannot understand, something to which we are accountable. With faith we are accountable to each other, to ourselves, and to a higher truth. Religion is flawed, but only because man is flawed. The church consists of a brotherhood of imperfect, simple souls wanting only to be a voice of compassion in a world spinning out of control."
232,232,love,Respect was invented to cover the empty place where love should be.
4089,4090,knowledge,"The size and age of the Cosmos are beyond ordinary human understanding. Lost somewhere between immensity and eternity is our tiny planetary home. In a cosmic perspective, most human concerns seem insignificant, even petty. And yet our species is young and curious and brave and shows much promise. In the last few millennia we have made the most astonishing and unexpected discoveries about the Cosmos and our place within it, explorations that are exhilarating to consider. They remind us that humans have evolved to wonder, that understanding is a joy, that knowledge is prerequisite to survival. I believe our future depends on how well we know this Cosmos in which we float like a mote of dust in the morning sky."
2826,2827,god,One of the main reasons that we lose our enthusiasm in life is because we become ungrateful..we let what was once a miracle become common to us. We get so accustomed to his goodness it becomes a routine..
3852,3853,books,People don't realize how a man's whole life can be changed by one book.
1377,1378,faith,"Well, it's true that I have been hurt in my life. Quite a bit. But it's also true that I have loved, and been loved. and that carries a weight of its own. A greater weight, in my opinion. It's like that pie chart we talked about earlier. in the end, I'll look back on my life and see that the greatest piece of it was love. The problems, the divorces, the sadness... those will be there too, but just smaller slivers, tiny pieces."
4198,4199,knowledge,"Let my body dwell in poverty, and my hands be as the hands of the toiler; but let my soul be as a temple of remembrance where the treasures of knowledge enter and the inner sanctuary is hope."
1853,1854,motivational,...yelling doesn't make a thing any more possible.
3180,3181,death,He is terribly afraid of dying because he hasn’t yet lived.
3927,3928,books,Reading is that fruitful miracle of a communication in the midst of solitude.
2155,2156,religion,"Generally speaking, the errors in religion are dangerous; those in philosophy only ridiculous."
4009,4010,knowledge,Learning does not make one learned: there are those who have knowledge and those who have understanding. The first requires memory and the second philosophy.
76,76,love,"This is a good sign, having a broken heart. It means we have tried for something."
1678,1679,motivational,"Surround Yourself with People Who Believe in Your Dreams:Surround yourself with people who believe in your dreams, encourage your ideas, support your ambitions, and bring out the best in you."
